rank,team_name,event,country,year,division,event_category,workout_filter,Strength,Endurance,MetCon X,1RM Strict Press,3RM Back Squat,5RM Deadlift,Run,Row,Points
1,Mariah Monahan & Gabriel Gonzalez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.566KM,5.119KM,1
2,Kevin Piedrahita & Laura Salazar,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.539KM,5.138KM,2
3,Yeismilay Arvelo & AJ Martinez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.455KM,5.092KM,3
4,Monica Vega & Giorgio Rapicavoli,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.139KM,4.849KM,4
5,Jesus Caicedo amador & Lorena Di Bella,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4KM,4.985KM,5
6,WHITNEY BAYLESS & Allan Ajoy,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.101KM,4.712KM,6
7,Sonia Suarez alonso & Delano Pinheiro,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.248KM,4.556KM,7
8,Angela Moon & Gustavo Lima,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.75KM,5.017KM,8
9,Josh Vasquez & Dayana Perez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.75KM,4.945KM,9
10,Juan Campos & Ariana Pacheco,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.775KM,4.89KM,10
11,Tara Philion & William Loheide,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.75KM,4.865KM,11
12,Kimberly Miller & Nathan Cruz,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.196KM,4.329KM,12
13,Yosiel Piloto & Abril Altieri,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.498KM,4.994KM,13
14,Daniela Barbieri & Jose Manjarres,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.75KM,4.714KM,14
15,Marcelo Martinez & Caitlin Onks,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.812KM,4.581KM,15
16,Merissa Carpenito & Joe Farley,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4.5KM,3.821KM,16
17,Christopher Peete & Claressa Peete,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.167KM,4.776KM,17
18,Jorge Fernandez & Maria Camila,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.25KM,4.637KM,18
19,Joao Monteiro & Maria Belfort,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.75KM,3.792KM,19
20,Andres Konowalskyj & Andrea Vergel,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,3.436KM,3.993KM,20
21,Ariella Jonas & Christopher Dorazio,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,4KM,3KM,21
22,Veronika Toussaint & Ali Faison,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Endurance,,,,,,,2.96KM,3.463KM,22
1,Ivan Verdun & Nate Scola,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,5KM,6.115KM,1
2,Gibran Rodriguez & Alan Garcia,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,4.947KM,5.705KM,2
3,Boris San Martin & David Anderson,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,5.02KM,5.63KM,3
4,Stephan Mixter & Lucas Bistoquet,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,4.64KM,5.649KM,4
5,Nicolas Fernandez & Esteban Ospina,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,4.488KM,5.723KM,5
6,Max Cantor & Gregory Donohoe,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,4.168KM,5.362KM,6
7,David Crespo & Christian Espinal,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,4.128KM,5.209KM,7
8,Jalon Colston & Emmanuel Newsome,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Endurance,,,,,,,4KM,4.599KM,8
1,Laura Dias & Meghan Travis,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,75KG,190KG,220KG,,,1
2,Valentina Nunez & Linda Taveras,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,75KG,163KG,220KG,,,2
3,Sandra Aboulhosn & Mackenzie Pace,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,73KG,173KG,195KG,,,3
4,Kristie Muller & Sophia Umphress,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,90KG,155KG,195KG,,,4
5,Taylor Lane & Samantha Lacayo,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,73KG,150KG,190KG,,,5
6,Maria Gabriela Meyer & Valeria Jiménez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,83KG,128KG,168KG,,,6
7,Kimberly Sawyer & Tamina Sheikh,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,70KG,110KG,160KG,,,7
8,Cassandra Bosley & Megan Dimka,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Strength,,,,80KG,105KG,144KG,,,8
1,Christopher Peete & Claressa Peete,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,150KG,280KG,340KG,,,1
2,Jesus Caicedo amador & Lorena Di Bella,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,135KG,260KG,340KG,,,2
3,Angela Moon & Gustavo Lima,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,120KG,260KG,290KG,,,3
4,Monica Vega & Giorgio Rapicavoli,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,138KG,250KG,280KG,,,4
5,Kimberly Miller & Nathan Cruz,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,115KG,240KG,296KG,,,5
6,Marcelo Martinez & Caitlin Onks,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,110KG,203KG,275KG,,,6
7,Joao Monteiro & Maria Belfort,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,120KG,210KG,240KG,,,7
8,Josh Vasquez & Dayana Perez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,108KG,190KG,265KG,,,8
9,Merissa Carpenito & Joe Farley,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,110KG,200KG,250KG,,,9
10,Ariella Jonas & Christopher Dorazio,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,110KG,195KG,250KG,,,10
11,Juan Campos & Ariana Pacheco,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,108KG,198KG,245KG,,,11
12,Sonia Suarez alonso & Delano Pinheiro,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,90KG,230KG,230KG,,,12
13,WHITNEY BAYLESS & Allan Ajoy,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,101KG,205KG,240KG,,,13
14,Yosiel Piloto & Abril Altieri,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,93KG,200KG,250KG,,,14
15,Yeismilay Arvelo & AJ Martinez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,92KG,200KG,250KG,,,15
16,Daniela Barbieri & Jose Manjarres,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,105KG,190KG,245KG,,,16
17,Tara Philion & William Loheide,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,113KG,190KG,210KG,,,17
18,Jorge Fernandez & Maria Camila,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,120KG,160KG,230KG,,,18
19,Kevin Piedrahita & Laura Salazar,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,85KG,173KG,176KG,,,19
20,Andres Konowalskyj & Andrea Vergel,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,85KG,170KG,170KG,,,20
21,sevgi Tscherven & Nico Tscherven,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,95KG,155KG,170KG,,,21
22,Veronika Toussaint & Ali Faison,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,75KG,130KG,140KG,,,22
23,Mariah Monahan & Gabriel Gonzalez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Strength,,,,67KG,95KG,125KG,,,23
1,Ivan Verdun & Nate Scola,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,170KG,370KG,430KG,,,1
2,Nicolas Fernandez & Esteban Ospina,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,200KG,340KG,420KG,,,2
3,Gibran Rodriguez & Alan Garcia,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,185KG,320KG,400KG,,,3
4,David Crespo & Christian Espinal,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,160KG,340KG,390KG,,,4
5,Max Cantor & Gregory Donohoe,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,165KG,310KG,360KG,,,5
6,Stephan Mixter & Lucas Bistoquet,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,165KG,313KG,353KG,,,6
7,Boris San Martin & David Anderson,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,160KG,280KG,320KG,,,7
8,Jalon Colston & Emmanuel Newsome,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Strength,,,,130KG,270KG,290KG,,,8
1,Kristie Muller & Sophia Umphress,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,4 (440KG),2 (8.411KM),1 (15:14),,,,,,7
1,Laura Dias & Meghan Travis,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,1 (485KG),4 (8.208KM),2 (18:25),,,,,,7
3,Taylor Lane & Samantha Lacayo,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,5 (413KG),1 (8.499KM),6 (20:00),,,,,,12
4,Sandra Aboulhosn & Mackenzie Pace,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,3 (441KG),5 (8.129KM),4 (19:06),,,,,,12
4,Maria Gabriela Meyer & Valeria Jiménez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,6 (379KG),3 (8.38KM),3 (18:33),,,,,,12
6,Valentina Nunez & Linda Taveras,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,2 (458KG),8 (7.766KM),8 (23:34),,,,,,18
7,Cassandra Bosley & Megan Dimka,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,8 (329KG),6 (8.123KM),5 (19:45),,,,,,19
8,Kimberly Sawyer & Tamina Sheikh,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX,Overall,7 (340KG),7 (7.818KM),7 (23:25),,,,,,21
1,Jesus Caicedo amador & Lorena Di Bella,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,2 (735KG),5 (8.985KM),4 (14:46),,,,,,11
2,Monica Vega & Giorgio Rapicavoli,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,4 (668KG),4 (8.988KM),7 (15:34),,,,,,15
3,Sonia Suarez alonso & Delano Pinheiro,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,12 (550KG),7 (8.804KM),3 (14:27),,,,,,22
4,Yeismilay Arvelo & AJ Martinez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,15 (542KG),3 (9.547KM),5 (14:55),,,,,,23
4,Angela Moon & Gustavo Lima,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,3 (670KG),8 (8.767KM),12 (16:29),,,,,,23
6,WHITNEY BAYLESS & Allan Ajoy,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,13 (546KG),6 (8.813KM),6 (15:26),,,,,,25
7,Merissa Carpenito & Joe Farley,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,9 (560KG),16 (8.321KM),2 (13:39),,,,,,27
8,Kevin Piedrahita & Laura Salazar,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,19 (434KG),2 (9.677KM),8 (15:37),,,,,,29
9,Josh Vasquez & Dayana Perez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,8 (563KG),9 (8.695KM),13 (16:30),,,,,,30
10,Ariella Jonas & Christopher Dorazio,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,10 (555KG),21 (7KM),1 (13:20),,,,,,32
11,Mariah Monahan & Gabriel Gonzalez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,23 (287KG),1 (9.685KM),9 (16:15),,,,,,33
12,Kimberly Miller & Nathan Cruz,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,5 (651KG),12 (8.525KM),17 (17:48),,,,,,34
13,Juan Campos & Ariana Pacheco,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,11 (551KG),10 (8.665KM),14 (16:46),,,,,,35
14,Christopher Peete & Claressa Peete,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,1 (770KG),17 (7.943KM),20 (21:58),,,,,,38
15,Marcelo Martinez & Caitlin Onks,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,6 (588KG),15 (8.393KM),18 (20:16),,,,,,39
15,Tara Philion & William Loheide,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,17 (513KG),11 (8.615KM),11 (16:19),,,,,,39
17,Yosiel Piloto & Abril Altieri,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,14 (543KG),13 (8.492KM),16 (17:27),,,,,,43
18,Daniela Barbieri & Jose Manjarres,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,16 (540KG),14 (8.464KM),15 (16:51),,,,,,45
19,Jorge Fernandez & Maria Camila,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,18 (510KG),18 (7.887KM),10 (16:16),,,,,,46
20,Joao Monteiro & Maria Belfort,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,7 (570KG),19 (7.542KM),21 (24:32),,,,,,47
21,Andres Konowalskyj & Andrea Vergel,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,20 (425KG),20 (7.429KM),22 (24:53),,,,,,62
22,Veronika Toussaint & Ali Faison,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Mixed,ATHX,Overall,22 (345KG),22 (6.423KM),23 (25:48),,,,,,67
1,Ivan Verdun & Nate Scola,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,1 (970KG),1 (11.115KM),1 (12:04),,,,,,3
2,Gibran Rodriguez & Alan Garcia,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,3 (905KG),2 (10.652KM),3 (15:27),,,,,,8
3,Nicolas Fernandez & Esteban Ospina,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,2 (960KG),5 (10.211KM),2 (13:25),,,,,,9
4,Boris San Martin & David Anderson,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,7 (760KG),3 (10.65KM),4 (16:03),,,,,,14
5,Stephan Mixter & Lucas Bistoquet,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,6 (831KG),4 (10.289KM),5 (16:24),,,,,,15
6,Max Cantor & Gregory Donohoe,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,5 (835KG),6 (9.53KM),6 (17:59),,,,,,17
7,David Crespo & Christian Espinal,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,4 (890KG),7 (9.337KM),7 (19:53),,,,,,18
8,Jalon Colston & Emmanuel Newsome,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX Pro,Overall,8 (690KG),8 (8.599KM),8 (25:57),,,,,,24
1,Justin Tapper & Bryan Stewart,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,13:30,,,,,,1
2,Patrick Sprague & Kevin Koester,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,13:47,,,,,,2
3,Anthony Rice & Kenny Santucci,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,13:48,,,,,,3
4,Danny Tuckerman & Eddy Rivero,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,14:03,,,,,,4
5,Sean Velas & Michael Oyarzun,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,14:08,,,,,,5
6,Marco Maraschin & Guillermo Pons,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,14:31,,,,,,6
7,Simon Serna & Edgar Guerrero,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,15:46,,,,,,7
8,Simon Bratke & lauri.schwitalla Team,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,16:05,,,,,,8
9,Armando Rey & Ani Pendurthi,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,16:07,,,,,,9
10,Leandro Ferrari & Levi Cox,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,17:12,,,,,,10
11,Bryan Quintanilla & Alejandro Guerrero,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,18:21,,,,,,11
12,Garrett Lynn & Zachary Grimsdale,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,18:32,,,,,,12
13,Corbin Mims & Sean schieppati,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,18:54,,,,,,13
14,Alonso Chaupis & Eduardo Caucho,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,19:19,,,,,,14
15,Carlos Orozco & Juan m Galvis,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,19:54,,,,,,15
16,Fede Sandoval & Alejandro Alba,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,20:04,,,,,,16
17,Pedro Leyva & Leandro Boucourt,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Male,ATHX,MetCon X,,,25:13,,,,,,17
1,Hannah Hardy & Sydney Witter,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX Pro,MetCon X,,,14:27,,,,,,1
2,natalie OrtiZ & Winter Rodriguez,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX Pro,MetCon X,,,16:29,,,,,,2
3,Jessi Kuhlman & Jacy Kuhlman,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX Pro,MetCon X,,,16:34,,,,,,3
4,Diane Younes & Justina Mockute,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX Pro,MetCon X,,,17:30,,,,,,4
5,Deb Graff & Anikha Greer,ATHX INVITATIONAL MIAMI BEACH,United States 🇺🇸,2026,Female,ATHX Pro,MetCon X,,,17:57,,,,,,5
